comment,cleaned_comment,lang
"Kamu aja aku enggak sih. Alhamdulillah THR msh jalan, naik bahkan. Harga BBM nggak naik. UKT ternyata nggak naik juga. After Prabowo masih banyak calon2 pemimpin berkompeten dari AHY, Emil Dardak, Dedy Mulyadi, dll. Khawatir apa? Aku malah lebih khawatir kalo punya pimpinan yang pintar omong tapi wataknya oportunis. Nemplok sana sini nggak punya pendirian. Dulu nemplok Prabowo, kelar itu nemplok Surya Paloh. Giliran kmrn DKI 1 mau nemplok Megawati tapi gagal. Yg begitu itu niatnya apakah benar demi rakyat  atau cuma ambisi pribadi?!",kamu aja aku enggak sih alhamdulillah thr msh jalan naik bahkan harga bbm nggak naik ukt ternyata nggak naik juga after prabowo masih banyak calon pemimpin berkompeten dari ahy emil dardak dedy mulyadi dll khawatir apa aku malah lebih khawatir kalo punya pimpinan yang pintar omong tapi wataknya oportunis nemplok sana sini nggak punya pendirian dulu nemplok prabowo kelar itu nemplok surya paloh giliran kmrn dki  mau nemplok megawati tapi gagal yg begitu itu niatnya apakah benar demi rakyat  atau cuma ambisi pribadi,id
berbeda dengan saya. saya justru jadi optimis. optimis bubar,berbeda dengan saya saya justru jadi optimis optimis bubar,id
"ngakak 🤣🤣🤣 yaudahlah mo gimana lagi, rajin rajin ibadah sama kerja keras aja ude",ngakak  yaudahlah mo gimana lagi rajin rajin ibadah sama kerja keras aja ude,id
"Masalah pemilihan presiden itu udah lewat bro, org sdh lupa...",masalah pemilihan presiden itu udah lewat bro org sdh lupa,id
​ @johanesbaptista894 dia mikirin yg lain sedangkan lu gua gatau pasti nih🗿,johanesbaptista dia mikirin yg lain sedangkan lu gua gatau pasti nih,id
Mending push rank 3 jam bisa mityc glory,mending push rank  jam bisa mityc glory,id
"​ @johanesbaptista894 lu kira sekolah gratis 😂 gampang amat ngomongnya sekolah tinggi? Sekolah tinggi dan pintar itu gak menjamin, kan pak Prabowo sendiri yg bilang .😂",johanesbaptista lu kira sekolah gratis  gampang amat ngomongnya sekolah tinggi sekolah tinggi dan pintar itu gak menjamin kan pak prabowo sendiri yg bilang,id
akun telor baru pecah 6 Maret 2025...,akun telor baru pecah  maret,id
Coba koreksi dirimu berapa persen dari produk yg kamu pakai itu made in Indonesia,coba koreksi dirimu berapa persen dari produk yg kamu pakai itu made in indonesia,id
baru buka komentar 😭😭😭😭 ngakak abes,baru buka komentar  ngakak abes,id
makasih sudah di wakilkan,makasih sudah di wakilkan,id
​ @johanesbaptista894  Kata presidenya aja yang sekolah tinggi belum tentu bisa jadi sukse,johanesbaptista  kata presidenya aja yang sekolah tinggi belum tentu bisa jadi sukse,id
Kok orang pada marah-marah ya. Kan gua cuma berterima kasih doang,kok orang pada marahmarah ya kan gua cuma berterima kasih doang,id
@033_MUHAMMADARBYRAMADHAN  karna elu semua jadi khawatir,muhammadarbyramadhan  karna elu semua jadi khawatir,id
​ @fadliihsanhusadi3787 yang melakukan PHK kan bukan pak prabowo tapi sebuah perusahaan. Anggap kerja itu sebagai kompetisi jika sudah di PHK apakah berdiam diri di gudang. Jika memiliki kompetensi ayo bangkit,fadliihsanhusadi yang melakukan phk kan bukan pak prabowo tapi sebuah perusahaan anggap kerja itu sebagai kompetisi jika sudah di phk apakah berdiam diri di gudang jika memiliki kompetensi ayo bangkit,id
 @mandirifarm2211  betul klo udah dengki jawaban angin tidak punya KTP dianggap logis dan intelek,mandirifarm  betul klo udah dengki jawaban angin tidak punya ktp dianggap logis dan intelek,id
"@baleoharahap1618 mas terlalu positif, faktanya banyak perusahaan mengurangi produksi yg berakhir dengan PHK. ini terjadi skala nasional.",baleoharahap mas terlalu positif faktanya banyak perusahaan mengurangi produksi yg berakhir dengan phk ini terjadi skala nasional,id
​ @mandirifarm2211  kalau sikap korektif thd pemerintah itu bukan iri tapi kritis. Literasi anda perlu diperbaiki,mandirifarm  kalau sikap korektif thd pemerintah itu bukan iri tapi kritis literasi anda perlu diperbaiki,id
 @endrarudihandoko6374  anak SMK yang cerdas dan berhati bersih,endrarudihandoko  anak smk yang cerdas dan berhati bersih,id
buaha...ha...ha...panik gw punya presiden begini,buahahahapanik gw punya presiden begini,id
Semua permasalahan di indonesia ini adalah akar pangkalnya KORUPSI!! Berbeda dg jaman dahulu KORUPSI UNTUK RAKYAT dan itu cmn di HULUNYA SAJA ! Saat ini dari HULU KE HILIR... dan menurut saya pak prabowo jangan bandingkan dg sistem jaman dahulu atau pendahulu pemimpin negri ini untuk HUKUMAN MATI DI TEGAKAN BAGI PARA KORUPTOR!!! Ingat jika suatu saat indo ini bangkrut itu bukan kesalahan dari RAKYATNYA melainkan pemerintahannya yang TIDAK MAU BASMI KORUPTOR DG SISTEM KERAS DAN TEGAS! Ingat pak prabowo... suatu saat nanti di akhirat bakal di adili bpk oleh malaikat2 allah swt dan oleh Allah swt juga... tolong masyarakat hanya INGIN KORUPTOR DI HUKUM MATI!!! Kalau ga percaya ayolah kita POLING SEPERTI PEMILU UNTUK Menegakan HUKUMAN KORUPTOR HUKUMAN MATI !!!!,semua permasalahan di indonesia ini adalah akar pangkalnya korupsi berbeda dg jaman dahulu korupsi untuk rakyat dan itu cmn di hulunya saja  saat ini dari hulu ke hilir dan menurut saya pak prabowo jangan bandingkan dg sistem jaman dahulu atau pendahulu pemimpin negri ini untuk hukuman mati di tegakan bagi para koruptor ingat jika suatu saat indo ini bangkrut itu bukan kesalahan dari rakyatnya melainkan pemerintahannya yang tidak mau basmi koruptor dg sistem keras dan tegas ingat pak prabowo suatu saat nanti di akhirat bakal di adili bpk oleh malaikat allah swt dan oleh allah swt juga tolong masyarakat hanya ingin koruptor di hukum mati kalau ga percaya ayolah kita poling seperti pemilu untuk menegakan hukuman koruptor hukuman mati,id
"Ealah bro, makanya kalau sekolah yg bener, biar cepet paham pembicaraan kayak gini. 
Hampir semua pertanyaan dijawab dengan jelas oleh pak prabowo","ealah bro makanya kalau sekolah yg bener biar cepet paham pembicaraan kayak gini 
hampir semua pertanyaan dijawab dengan jelas oleh pak prabowo",id
Yg Pesimis. Itu hanya punya Mental Miskin Saja😂😂😂😂😂😂,yg pesimis itu hanya punya mental miskin saja,id
"​ @mandirifarm2211 ya emang salah kok ,kalo bener juga ga mungkin di demo .  kalo salah ya salah jangan dibenarkan 🤣",mandirifarm ya emang salah kok kalo bener juga ga mungkin di demo   kalo salah ya salah jangan dibenarkan,id
​@NBLz.tersirat tapi tersurat macam mana pula,nblztersirat tapi tersurat macam mana pula,id
"Ini orang mengerti ga sih?, itu presiden cuman bilang eee eeee eee",ini orang mengerti ga sih itu presiden cuman bilang eee eeee eee,id
​ @Sahabatfarm86  sudah jadi Nusantara. Hehehe,sahabatfarm  sudah jadi nusantara hehehe,id
"Kerja saja mas yang rajin, jangan banyak takut atau khawatir, kalo bukan kita yang optimis mau siapa lagi?",kerja saja mas yang rajin jangan banyak takut atau khawatir kalo bukan kita yang optimis mau siapa lagi,id
"Hukum mat1 koruptor didepan masyarakat baru jos... Biar yang lain kapok ,,, yang ngeksekusi dapat pahala banyak .... kalo cuma omon-omon macan ompong gabakal kapok",hukum mat koruptor didepan masyarakat baru jos biar yang lain kapok  yang ngeksekusi dapat pahala banyak  kalo cuma omonomon macan ompong gabakal kapok,id
Betul. Tanya apa jawab apa​ @JiaF. ,betul tanya apa jawab apa jiaf,id
Betul,betul,id
"Ya memang jurnalis, contoh pas gas ijo langka kan jurnalis yg d minta tolong mentri esdm untuk mensosialisasikan",ya memang jurnalis contoh pas gas ijo langka kan jurnalis yg d minta tolong mentri esdm untuk mensosialisasikan,id
"Setuju, terima kasi para jurnalis.",setuju terima kasi para jurnalis,id
Betul dan semoga jurnalis akan lbh independen dan punya tujuan baik buat kepentingan bangsa,betul dan semoga jurnalis akan lbh independen dan punya tujuan baik buat kepentingan bangsa,id
Emang bolehhh😂,emang bolehhh,id
Gibran lagi jalan2,gibran lagi jalan,id
Abis ini saja mereka (pemerintah) mungkin kapok,abis ini saja mereka pemerintah mungkin kapok,id
"Gak bisa nanti jawabannya cuma dengan AI :"")",gak bisa nanti jawabannya cuma dengan ai,id
list pertanyaan harus diberikan dulu minimal seminggu😅,list pertanyaan harus diberikan dulu minimal seminggu,id
Ke kampus aja dia gak berani 😅,ke kampus aja dia gak berani,id
Wapres nya lagi nete sama ibu nya 😂,wapres nya lagi nete sama ibu nya,id
"Bisa"" viral tiap kalimat yg dilontarkan 😂",bisa viral tiap kalimat yg dilontarkan,id
kalo aja kita tau kualitas mereka sepenuhnya seblom milih ya,kalo aja kita tau kualitas mereka sepenuhnya seblom milih ya,id
Apakah diskusi nya di sekolah SD,apakah diskusi nya di sekolah sd,id
"Ciee pendukung yg capresnya kalah pada muncul nii, kalian pasti panas kan kalo gibran ngga kayak prabowo, kalian pasti nungguin kan gibran ngga bisa jawab atau salah jawab trus kalian permalukan lalu kalian seneng wkwk kasian banget kalian yaa",ciee pendukung yg capresnya kalah pada muncul nii kalian pasti panas kan kalo gibran ngga kayak prabowo kalian pasti nungguin kan gibran ngga bisa jawab atau salah jawab trus kalian permalukan lalu kalian seneng wkwk kasian banget kalian yaa,id
klo acaranya cuma pelanga pelongo yg ada ga seru wkwkwk,klo acaranya cuma pelanga pelongo yg ada ga seru wkwkwk,id
"Bosen bang, nonton ini aj gw gakuat. Pdhl attention spend gw lumayan lho. Gw bisa nonton film slow burn spt siksa kubur tnpa skip dialognya tpi tidak dgn ini.",bosen bang nonton ini aj gw gakuat pdhl attention spend gw lumayan lho gw bisa nonton film slow burn spt siksa kubur tnpa skip dialognya tpi tidak dgn ini,id
"janganlah, nanti semakin keliahatan pinternya...",janganlah nanti semakin keliahatan pinternya,id
"​ @manusiaantineraka785 emang si pribiwi bisa jawab? Bisa jawab sih, tapi jawaban nya gak ada esensinya dan cuma damage control doang isinya",manusiaantineraka emang si pribiwi bisa jawab bisa jawab sih tapi jawaban nya gak ada esensinya dan cuma damage control doang isinya,id
" @Iluvatar196  simpelnya gini sayangku, orang yg di undang dalam acara itu bukan orang biasa, mereka hadir dengan segala pertanyaan"" atas permintaan kalian semua juga, dilontarkan lalu direspon dan bisa dijawab semua oleh prabowo, mereka kaum akademisi bisa memahami dan merasa itu sudah terjawab, sedangkan muncul orang"" seperti sayangku ini yg mengatakan itu ngga ada esensinya, susah kalo hati sudah iri dengki itu sayangku wkwk kasian kasian",iluvatar  simpelnya gini sayangku orang yg di undang dalam acara itu bukan orang biasa mereka hadir dengan segala pertanyaan atas permintaan kalian semua juga dilontarkan lalu direspon dan bisa dijawab semua oleh prabowo mereka kaum akademisi bisa memahami dan merasa itu sudah terjawab sedangkan muncul orang seperti sayangku ini yg mengatakan itu ngga ada esensinya susah kalo hati sudah iri dengki itu sayangku wkwk kasian kasian,id
Iya perasaan setelah di singgung (dibukam pemerintah) mbak nana ini baru muncul,iya perasaan setelah di singgung dibukam pemerintah mbak nana ini baru muncul,id
"Gw dukung, jangan cuma jadi tukang bagi"" bansos doang. Ngabisin duit rakyat doang bisanya",gw dukung jangan cuma jadi tukang bagi bansos doang ngabisin duit rakyat doang bisanya,id
dia paling pake ai gasih,dia paling pake ai gasih,id
Lihat jawaban via AI,lihat jawaban via ai,id
Siap siap emosi nontonya bro paling jawabnya ngelantur g karuan,siap siap emosi nontonya bro paling jawabnya ngelantur g karuan,id
"pak probowo aja udah begini jawabannya, apalagi wakilnya",pak probowo aja udah begini jawabannya apalagi wakilnya,id
Suruh jawab pake AI dia malah 😂,suruh jawab pake ai dia malah,id
"😂😂😂😂😂😂
Gak bisa bayangin fufufafa duduk diantara orang2 berilmu😂😂😂😂",gak bisa bayangin fufufafa duduk diantara orang berilmu,id
bapaknya aja yg sudah njabat 10 tahun masih tremor,bapaknya aja yg sudah njabat  tahun masih tremor,id
Boleh juga setuju,boleh juga setuju,id
​ @manusiaantineraka785 mending nonton tung tung tung sahur daripada nontonin prabowo diwawancarai meskipun yang pewawancaranya memiliki jam terbang tinggi. SOALNYA KAGAK JELAS JAWABANNYA,manusiaantineraka mending nonton tung tung tung sahur daripada nontonin prabowo diwawancarai meskipun yang pewawancaranya memiliki jam terbang tinggi soalnya kagak jelas jawabannya,id
yg diundang ntar anak2 SD SMP max SMA..pertanyaan nya seputar efektifitas skincare,yg diundang ntar anak sd smp max smapertanyaan nya seputar efektifitas skincare,id
" @avichabastiansr5623  kak, gak perlu kok ada acara² kayak gini. kemarin sebelum pilpres harusnya nyari² tau sendiri tentang paslonnya, visi misinya, prokernya. pokoknya nyari tau sendiri dengan rasa penasaran tinggi biar tau rekam jejaknya kak 🙏🏻. btw MBAK NAJWA SIHAB KAYAKNYA MALES NANYA KE GIBRAN SOALNYA JAWABANNYA HILIRISASI SAMA AI",avichabastiansr  kak gak perlu kok ada acara kayak gini kemarin sebelum pilpres harusnya nyari tau sendiri tentang paslonnya visi misinya prokernya pokoknya nyari tau sendiri dengan rasa penasaran tinggi biar tau rekam jejaknya kak  btw mbak najwa sihab kayaknya males nanya ke gibran soalnya jawabannya hilirisasi sama ai,id
"Masyarakat penikmat sinetron tdk bakalan ngerti sama diskusi sperti ini, dan pemilih yg banyak memberikan suara ya model org2 sperti ini",masyarakat penikmat sinetron tdk bakalan ngerti sama diskusi sperti ini dan pemilih yg banyak memberikan suara ya model org sperti ini,id
Harus banget sih ini,harus banget sih ini,id
@gege800  emang susah ya kalo udah iri hati dengki wkwk istigfar kawan,gege  emang susah ya kalo udah iri hati dengki wkwk istigfar kawan,id
saya lebih setuju RUU PERAMPASAN ASET SEGERA DI SAHKAN.,saya lebih setuju ruu perampasan aset segera di sahkan,id
"Udah ketebak jawabannya
""Yah kita liat aja nanti""","udah ketebak jawabannya
yah kita liat aja nanti",id
"Udah bang, nanti tambah malu rakyat wakanda 😢",udah bang nanti tambah malu rakyat wakanda,id
bentar ya pakai ai dulu untuk menjawab,bentar ya pakai ai dulu untuk menjawab,id
"​ @manusiaantineraka785 justru karena yang hadir itu kaum akademisi, ekspektasi masyarakat jadi tinggi. Kalo masyarakat jawaban yg diberikan masih kurang substansial itu sah sah aja. Kritik dari masyarakat bukan karena benci tapi ingin pejabat tuh ada kualitasnya. Kalo ada pertanyaan yg nggak bisa dijawab atau jawabannya ngambang, ya wajar ada respon masyarakat. Itu namanya bagian dari kontrol sosial, bukan drama personal. Kecuali kalo situ masih sekolah atau belum bisa bernalar dengan baik atau ada masalah psikologis, ya tidak heran kalo semua kritik dikaitkan dengan ""dengkii""",manusiaantineraka justru karena yang hadir itu kaum akademisi ekspektasi masyarakat jadi tinggi kalo masyarakat jawaban yg diberikan masih kurang substansial itu sah sah aja kritik dari masyarakat bukan karena benci tapi ingin pejabat tuh ada kualitasnya kalo ada pertanyaan yg nggak bisa dijawab atau jawabannya ngambang ya wajar ada respon masyarakat itu namanya bagian dari kontrol sosial bukan drama personal kecuali kalo situ masih sekolah atau belum bisa bernalar dengan baik atau ada masalah psikologis ya tidak heran kalo semua kritik dikaitkan dengan dengkii,id
"gibran mah pasti bawa catatan tuh, kalau ga ya jawabnya gimana😂",gibran mah pasti bawa catatan tuh kalau ga ya jawabnya gimana,id
Lebih parahhhhh😂😂😂,lebih parahhhhh,id
​ @pookie6659  Lah padahal sebelum pemilihan sudah kelihatan 😢,pookie  lah padahal sebelum pemilihan sudah kelihatan,id
"DARI WAWANCARA INI AJA UDH JELAS, DRPD BUANG² WAKTU MENDING GAUSAH SEKALIAN, PERCUMA.",dari wawancara ini aja udh jelas drpd buang waktu mending gausah sekalian percuma,id
"Kalau di tanya masalah kebijakan, seorang wakil hanya sifatnya membantu, yang mempunyai wewenang untuk membuat kebijakan ya presiden😂",kalau di tanya masalah kebijakan seorang wakil hanya sifatnya membantu yang mempunyai wewenang untuk membuat kebijakan ya presiden,id
"Ahh klo bocil ndak usah di tanya, suruh maen tamiya aja di luar. Bapaknya aja klo ditanya jawabannya singkat ""waahhh ndaaa tauuu sayaaa, kuookk tanyaa sayaaa"" apalagi anaknya 😂😂, game apa yg paling hits?",ahh klo bocil ndak usah di tanya suruh maen tamiya aja di luar bapaknya aja klo ditanya jawabannya singkat waahhh ndaaa tauuu sayaaa kuookk tanyaa sayaaa apalagi anaknya  game apa yg paling hits,id
Pak Prabowo punya wakil?,pak prabowo punya wakil,id
"TELAT KALAU BARU MAU TAU SEKARANG,,PAN UDAH DARI DLU DIALOG DEBAT ANIES PRABOWO GANJAR,,TAPI KALIAN MALAH VOTE PRABOWO",telat kalau baru mau tau sekarangpan udah dari dlu dialog debat anies prabowo ganjartapi kalian malah vote prabowo,id
"prediksi kumpulan jawaban Gibran : 

""Sudah.... Tapi Belum,...""
""Kita lihat nanti""
""Kita Coba Hilirisasi""
""We Wok De Tok,, kamu harus punya mimpi""
""Belajar Yang Bener""
""Yo Ngga Tau, Coba Tanya Pak Presiden""","prediksi kumpulan jawaban gibran  

sudah tapi belum
kita lihat nanti
kita coba hilirisasi
we wok de tok kamu harus punya mimpi
belajar yang bener
yo ngga tau coba tanya pak presiden",id
"Semoga Wapres tidak bersedia diundang dalam berbagai diskusi, untuk menjaga kesehatan otak dan mental beliau.",semoga wapres tidak bersedia diundang dalam berbagai diskusi untuk menjaga kesehatan otak dan mental beliau,id
Sya kira komenan ini aja udah lebih berkualitas daripada dirinya😢,sya kira komenan ini aja udah lebih berkualitas daripada dirinya,id
GAS GIBRAN SURUH MAJU BERANIIN DIRI. JANGAN BLUNDER BLUNDER DALAM BAYANGAN MULU WKWKKWKWKWKW,gas gibran suruh maju beraniin diri jangan blunder blunder dalam bayangan mulu wkwkkwkwkwkw,id
​ @manusiaantineraka785 nggak mungkin nggak bisa jawab sekelas wapres negeri macan Asia roar,manusiaantineraka nggak mungkin nggak bisa jawab sekelas wapres negeri macan asia roar,id
